Cruise,Station,mon/dd/yyyy,hh:mm,Longitude [degrees east],Latitude [degrees north],Bottom Depth [m],Pressure [db],Temperature [degrees C],Temperature 2 [degrees C],Salinity [psu],Salinity 2 [psu],Fluorescense [mg/m^3],Beam Transmission [%],PAR,Oxygen [umol/kg],Oxygen [% saturation]
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,766.927,6.1547,6.1547,34.5432,34.5501,8.52E-02,98.6529,1.00E-12,0.031,0.01
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,767.937,6.1245,6.1234,34.5433,34.5504,8.22E-02,98.6446,1.00E-12,0.063,0.021
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,768.946,6.1089,6.1091,34.5441,34.551,8.55E-02,98.6393,1.00E-12,0.001,0
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,769.956,6.1011,6.1013,34.5436,34.5506,8.42E-02,98.6393,1.00E-12,0.057,0.019
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,770.966,6.0951,6.0953,34.5436,34.5505,8.41E-02,98.653,1.00E-12,0.004,0.001
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,771.975,6.0903,6.0905,34.5434,34.5502,8.46E-02,98.6744,1.00E-12,0.053,0.018
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,772.985,6.0871,6.0872,34.5433,34.5503,8.42E-02,98.6523,1.00E-12,0.037,0.013
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,773.995,6.0861,6.0861,34.5433,34.55,8.48E-02,98.6631,1.00E-12,0.017,0.006
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,775.004,6.0743,6.0745,34.5426,34.5495,8.35E-02,98.6527,1.00E-12,0.047,0.016
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,776.014,6.0549,6.0553,34.5432,34.5502,8.49E-02,98.6621,1.00E-12,0.03,0.01
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,777.024,6.0462,6.0469,34.5434,34.5501,8.44E-02,98.6536,1.00E-12,0.009,0.003
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,778.033,6.0422,6.0425,34.543,34.5499,8.38E-02,98.6423,1.00E-12,0.021,0.007
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,779.043,6.0375,6.0379,34.5429,34.5498,8.22E-02,98.6531,1.00E-12,0.038,0.013
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,780.053,6.0303,6.0306,34.5429,34.5498,8.52E-02,98.6424,1.00E-12,0.041,0.014
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,781.063,6.019,6.0193,34.5427,34.5497,8.26E-02,98.6614,1.00E-12,0.05,0.016
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00039,3650,782.072,6.0034,6.0038,34.543,34.5498,8.71E-02,98.654,1.00E-12,0.056,0.019
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,783.082,5.9957,5.996,34.5429,34.5499,8.43E-02,98.6725,1.00E-12,0.073,0.024
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,784.092,5.9866,5.9868,34.5426,34.5495,8.46E-02,98.6629,1.00E-12,-0.013,-0.004
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,785.101,5.9692,5.9696,34.543,34.5497,8.40E-02,98.6583,1.00E-12,0.007,0.002
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,786.111,5.9593,5.9596,34.543,34.5498,8.71E-02,98.6598,1.00E-12,0.106,0.035
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,787.121,5.9454,5.9457,34.5427,34.5495,8.37E-02,98.6529,1.00E-12,0.041,0.014
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,788.131,5.9328,5.9331,34.543,34.5498,8.55E-02,98.6632,1.00E-12,0.019,0.006
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,789.14,5.9235,5.9238,34.5428,34.5496,8.44E-02,98.6769,1.00E-12,0.017,0.006
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,790.15,5.9203,5.9206,34.5426,34.5495,8.55E-02,98.6767,1.00E-12,-0.007,-0.002
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,791.16,5.9178,5.918,34.5423,34.5492,8.41E-02,98.6756,1.00E-12,0.046,0.015
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,792.17,5.9135,5.9138,34.5421,34.5491,8.32E-02,98.6792,1.00E-12,0.035,0.012
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,793.179,5.9109,5.9111,34.5421,34.549,8.75E-02,98.6694,1.00E-12,0.047,0.015
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,794.189,5.9073,5.9075,34.5419,34.5489,8.57E-02,98.6725,1.00E-12,0.014,0.005
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,795.199,5.9028,5.9031,34.5419,34.5489,8.63E-02,98.6552,1.00E-12,0.058,0.019
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,796.209,5.8998,5.9001,34.5419,34.5488,8.51E-02,98.6667,1.00E-12,0.023,0.008
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,797.218,5.8975,5.8978,34.5419,34.5488,8.18E-02,98.6647,1.00E-12,0.025,0.008
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,798.228,5.8961,5.8963,34.5418,34.5487,8.72E-02,98.67,1.00E-12,-0.001,0
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,799.238,5.8951,5.8954,34.5417,34.5486,8.61E-02,98.6541,1.00E-12,-0.004,-0.001
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00039,3650,800.248,5.8905,5.8906,34.5415,34.5484,8.54E-02,98.657,1.00E-12,0.042,0.014
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,801.258,5.8839,5.8842,34.5418,34.5486,8.60E-02,98.6652,1.00E-12,0.048,0.016
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,802.267,5.8809,5.8813,34.5416,34.5484,8.41E-02,98.6726,1.00E-12,0.011,0.004
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,803.277,5.8758,5.8762,34.5415,34.5484,8.48E-02,98.6633,1.00E-12,0.054,0.018
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,804.287,5.8725,5.8728,34.5415,34.5484,8.60E-02,98.6676,1.00E-12,-0.005,-0.002
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,805.297,5.8666,5.8669,34.5413,34.5483,8.36E-02,98.6781,1.00E-12,0.051,0.017
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,806.307,5.857,5.8572,34.5415,34.5484,8.46E-02,98.6757,1.00E-12,0.029,0.01
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,807.317,5.8514,5.8517,34.5415,34.5485,8.57E-02,98.6596,1.00E-12,0.011,0.004
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,808.326,5.8487,5.849,34.5414,34.5484,8.56E-02,98.6737,1.00E-12,0.054,0.018
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00039,3650,809.336,5.8449,5.8453,34.5412,34.5482,8.41E-02,98.613,1.00E-12,-0.004,-0.001
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,810.346,5.8427,5.8429,34.5412,34.5481,8.55E-02,98.6367,1.00E-12,0.021,0.007
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,811.356,5.841,5.8414,34.5411,34.5481,8.40E-02,98.6743,1.00E-12,0.024,0.008
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,812.366,5.8388,5.839,34.5409,34.5479,8.58E-02,98.678,1.00E-12,0.031,0.01
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,813.376,5.8251,5.825,34.5407,34.5476,8.37E-02,98.6724,1.00E-12,0.06,0.02
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,814.386,5.7976,5.7973,34.5409,34.548,8.47E-02,98.6747,1.00E-12,0.028,0.009
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,815.396,5.7905,5.7909,34.5409,34.5478,8.46E-02,98.6618,1.00E-12,-0.033,-0.011
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,816.405,5.7887,5.7891,34.5406,34.5474,8.41E-02,98.672,1.00E-12,0.015,0.005
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00039,3650,817.415,5.7818,5.782,34.5404,34.5473,8.52E-02,98.6561,1.00E-12,0.033,0.011
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,818.425,5.7771,5.7773,34.5405,34.5474,8.39E-02,98.6744,1.00E-12,0.042,0.014
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,819.435,5.7741,5.7743,34.5407,34.5475,8.37E-02,98.6759,1.00E-12,0.028,0.009
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,820.445,5.7729,5.7731,34.5406,34.5473,8.52E-02,98.678,1.00E-12,0.048,0.016
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,821.455,5.7681,5.7686,34.5405,34.5474,8.38E-02,98.6781,1.00E-12,0.004,0.001
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00039,3650,822.465,5.7634,5.7638,34.5404,34.5473,8.46E-02,98.6854,1.00E-12,0.011,0.004
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,823.474,5.7539,5.754,34.5405,34.5474,8.39E-02,98.6663,1.00E-12,0.019,0.006
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,824.485,5.7447,5.7451,34.5406,34.5475,8.53E-02,98.6476,1.00E-12,0.025,0.008
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,825.494,5.7354,5.7355,34.5404,34.5473,8.17E-02,98.6787,1.00E-12,0,0
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,826.505,5.7271,5.7275,34.5406,34.5473,8.72E-02,98.6856,1.00E-12,0.025,0.008
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,827.514,5.7231,5.7234,34.5403,34.5472,8.45E-02,98.6356,1.00E-12,0.051,0.017
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,828.524,5.7184,5.7188,34.5402,34.5471,8.32E-02,98.6806,1.00E-12,0.064,0.021
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,829.534,5.7079,5.7082,34.5403,34.5472,8.53E-02,98.6802,1.00E-12,0.006,0.002
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,830.544,5.7045,5.7045,34.5403,34.5471,8.35E-02,98.683,1.00E-12,0.024,0.008
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,831.554,5.6982,5.6982,34.5401,34.547,8.48E-02,98.6928,1.00E-12,0.018,0.006
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,832.564,5.6921,5.6919,34.5403,34.5473,8.53E-02,98.6807,1.00E-12,0.066,0.022
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,833.574,5.6881,5.6887,34.5402,34.5471,8.41E-02,98.6777,1.00E-12,0.037,0.012
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,834.584,5.6844,5.685,34.5402,34.547,8.51E-02,98.6779,1.00E-12,-0.03,-0.01
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,835.594,5.6821,5.6824,34.5399,34.5469,8.41E-02,98.68,1.00E-12,0.034,0.011
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,836.604,5.6776,5.678,34.5399,34.5468,8.44E-02,98.6824,1.00E-12,0.017,0.006
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,837.614,5.676,5.6763,34.5397,34.5466,8.49E-02,98.679,1.00E-12,0,0
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,838.624,5.6755,5.6757,34.5396,34.5465,8.49E-02,98.6791,1.00E-12,0.027,0.009
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,839.634,5.6743,5.6746,34.5396,34.5464,8.56E-02,98.6812,1.00E-12,0.012,0.004
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,840.644,5.6713,5.6715,34.5395,34.5464,8.44E-02,98.6791,1.00E-12,0.016,0.005
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,841.654,5.6691,5.6695,34.5395,34.5464,8.32E-02,98.6779,1.00E-12,0.06,0.02
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,842.664,5.6681,5.6684,34.5394,34.5464,8.46E-02,98.666,1.00E-12,0.031,0.01
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,843.674,5.6675,5.6676,34.5394,34.5462,8.55E-02,98.6728,1.00E-12,0.011,0.004
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,844.684,5.6666,5.6669,34.5393,34.5461,8.44E-02,98.678,1.00E-12,0.011,0.003
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,845.694,5.6657,5.666,34.5391,34.546,8.59E-02,98.6803,1.00E-12,0.024,0.008
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,846.704,5.6652,5.6656,34.5391,34.546,8.71E-02,98.6815,1.00E-12,0.012,0.004
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,847.714,5.6637,5.664,34.5389,34.5459,8.52E-02,98.6802,1.00E-12,0.069,0.023
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,848.724,5.6611,5.6616,34.5389,34.5458,8.57E-02,98.6781,1.00E-12,0.011,0.004
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,849.734,5.6586,5.6589,34.5387,34.5456,8.21E-02,98.6801,1.00E-12,0,0
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,850.744,5.6548,5.6553,34.5386,34.5456,8.49E-02,98.6822,1.00E-12,0.036,0.012
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,851.754,5.6515,5.6511,34.5383,34.5453,8.59E-02,98.6791,1.00E-12,0.018,0.006
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,852.764,5.6427,5.6429,34.5387,34.5456,8.52E-02,98.6801,1.00E-12,0.056,0.018
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00039,3650,853.774,5.6403,5.6406,34.5388,34.5456,8.58E-02,98.6666,1.00E-12,0.017,0.005
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,854.785,5.6366,5.6369,34.5391,34.5461,8.60E-02,98.6642,1.00E-12,0.009,0.003
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,855.794,5.635,5.6353,34.5393,34.5462,8.44E-02,98.6745,1.00E-12,0.086,0.028
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,856.804,5.6281,5.6286,34.5393,34.5462,8.64E-02,98.6807,1.00E-12,-0.032,-0.01
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,857.814,5.6252,5.6255,34.5396,34.5465,8.56E-02,98.6791,1.00E-12,0.075,0.025
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.0004,3650,858.824,5.6191,5.6194,34.5395,34.5463,8.71E-02,98.6527,1.00E-12,0.073,0.024
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00039,3650,859.835,5.601,5.6014,34.5396,34.5465,8.55E-02,98.6763,1.00E-12,0.002,0.001
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,860.845,5.5654,5.5657,34.5399,34.5468,8.62E-02,98.6763,1.00E-12,0.045,0.015
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,861.855,5.5468,5.5471,34.5404,34.5474,8.43E-02,98.679,1.00E-12,0.08,0.026
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,862.865,5.5403,5.5406,34.5402,34.547,8.60E-02,98.6675,1.00E-12,0.011,0.003
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,863.875,5.5258,5.5261,34.5408,34.5478,8.81E-02,98.6645,1.00E-12,0.072,0.024
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,864.885,5.5159,5.5165,34.541,34.548,8.73E-02,98.6771,1.00E-12,0.097,0.032
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,865.895,5.5051,5.5054,34.5407,34.5476,8.58E-02,98.6791,1.00E-12,0.128,0.042
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,866.905,5.5022,5.5025,34.5405,34.5474,8.63E-02,98.6801,1.00E-12,0.035,0.011
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,867.915,5.5002,5.5005,34.5402,34.5471,8.65E-02,98.6733,1.00E-12,0.06,0.02
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,868.926,5.4903,5.4906,34.5405,34.5473,8.66E-02,98.6608,1.00E-12,0.186,0.061
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,869.936,5.4839,5.4842,34.5409,34.5477,8.49E-02,98.646,1.00E-12,0.179,0.059
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,870.946,5.4771,5.4772,34.5405,34.5474,8.52E-02,98.6581,1.00E-12,0.219,0.072
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,871.956,5.4704,5.4708,34.5407,34.5476,8.48E-02,98.6903,1.00E-12,0.178,0.058
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,872.966,5.4693,5.4696,34.5406,34.5475,8.69E-02,98.6619,1.00E-12,0.116,0.038
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,873.976,5.4683,5.4686,34.5404,34.5472,8.48E-02,98.6753,1.00E-12,0.238,0.078
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,874.986,5.462,5.4623,34.5403,34.5471,8.74E-02,98.6672,1.00E-12,0.23,0.075
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,875.997,5.4552,5.4554,34.5404,34.5473,8.61E-02,98.6753,1.00E-12,0.217,0.071
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,877.007,5.4532,5.4536,34.5403,34.5471,8.69E-02,98.6767,1.00E-12,0.185,0.061
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,878.017,5.448,5.4484,34.5401,34.5469,8.56E-02,98.6791,1.00E-12,0.207,0.068
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,879.027,5.4417,5.4419,34.5401,34.547,8.77E-02,98.6782,1.00E-12,0.205,0.067
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,880.037,5.4342,5.4345,34.54,34.5468,8.65E-02,98.6791,1.00E-12,0.239,0.078
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,881.047,5.4219,5.4221,34.5403,34.5472,8.42E-02,98.6707,1.00E-12,0.282,0.092
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,882.058,5.4203,5.4205,34.5401,34.5469,8.74E-02,98.6688,1.00E-12,0.262,0.086
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,883.068,5.4121,5.4123,34.5398,34.5468,8.68E-02,98.67,1.00E-12,0.266,0.087
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,884.078,5.4054,5.4057,34.54,34.5468,8.88E-02,98.6417,1.00E-12,0.416,0.136
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,885.088,5.4016,5.4016,34.5399,34.5466,8.67E-02,98.5018,1.00E-12,0.472,0.155
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,886.098,5.3923,5.3921,34.5397,34.5466,8.59E-02,98.6175,1.00E-12,0.422,0.138
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,887.109,5.3787,5.3788,34.54,34.5468,8.49E-02,98.6549,1.00E-12,0.438,0.143
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,888.119,5.3709,5.371,34.54,34.5469,8.81E-02,98.6529,1.00E-12,0.414,0.136
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,889.129,5.3676,5.3679,34.5398,34.5467,8.78E-02,98.6473,1.00E-12,0.403,0.132
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,890.139,5.3664,5.3665,34.5397,34.5464,8.76E-02,98.6487,1.00E-12,0.414,0.136
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,891.15,5.3631,5.3633,34.5394,34.5464,8.65E-02,98.6509,1.00E-12,0.423,0.138
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,892.16,5.3626,5.363,34.5394,34.5462,8.74E-02,98.6489,1.00E-12,0.521,0.17
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,893.17,5.3606,5.3608,34.5391,34.546,8.70E-02,98.6406,1.00E-12,0.479,0.157
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,894.181,5.3545,5.3545,34.5388,34.5456,8.87E-02,98.6347,1.00E-12,0.521,0.17
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,895.191,5.3397,5.3397,34.539,34.5458,8.74E-02,98.6333,1.00E-12,0.693,0.227
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,896.201,5.336,5.3363,34.5397,34.5465,8.65E-02,98.6401,1.00E-12,0.619,0.202
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,897.211,5.3335,5.3337,34.5396,34.5465,8.66E-02,98.6428,1.00E-12,0.599,0.196
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,898.221,5.3105,5.3103,34.5392,34.5461,8.79E-02,98.6449,1.00E-12,0.625,0.204
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,899.232,5.299,5.2992,34.5396,34.5465,8.79E-02,98.6274,1.00E-12,0.608,0.199
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,900.242,5.2944,5.2944,34.5394,34.5463,8.63E-02,98.6268,1.00E-12,0.727,0.237
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,901.252,5.2881,5.2885,34.5391,34.5461,8.81E-02,98.6236,1.00E-12,0.734,0.24
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,902.263,5.28,5.2805,34.5392,34.5459,8.86E-02,98.6137,1.00E-12,0.822,0.268
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,903.273,5.2779,5.2782,34.5392,34.546,8.54E-02,98.6213,1.00E-12,0.772,0.252
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,904.283,5.2767,5.2769,34.5391,34.546,8.53E-02,98.6068,1.00E-12,0.849,0.277
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,905.294,5.2758,5.276,34.539,34.5458,8.65E-02,98.621,1.00E-12,0.767,0.25
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,906.304,5.274,5.2742,34.5387,34.5456,8.75E-02,98.6172,1.00E-12,0.767,0.25
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,907.314,5.2711,5.2714,34.5386,34.5455,8.65E-02,98.6038,1.00E-12,0.787,0.257
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,908.325,5.2676,5.2679,34.5383,34.5452,8.69E-02,98.611,1.00E-12,0.801,0.261
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,909.335,5.2649,5.2653,34.538,34.5449,8.73E-02,98.6007,1.00E-12,0.807,0.263
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,910.345,5.2628,5.2632,34.538,34.5447,8.87E-02,98.6018,1.00E-12,0.788,0.257
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,911.356,5.2565,5.2568,34.5376,34.5445,8.81E-02,98.5938,1.00E-12,0.857,0.28
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,912.366,5.2445,5.2445,34.5374,34.5443,8.84E-02,98.5857,1.00E-12,0.994,0.324
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,913.376,5.2342,5.2344,34.5377,34.5447,8.71E-02,98.587,1.00E-12,0.948,0.309
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,914.386,5.2306,5.2309,34.5379,34.5447,8.70E-02,98.6009,1.00E-12,0.981,0.32
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,915.397,5.2256,5.2258,34.5378,34.5446,8.56E-02,98.5892,1.00E-12,1.031,0.336
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,916.407,5.2196,5.2197,34.5378,34.5446,8.66E-02,98.5929,1.00E-12,1.026,0.335
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,917.417,5.2152,5.2155,34.5378,34.5446,8.78E-02,98.599,1.00E-12,1.055,0.344
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,918.428,5.2097,5.2099,34.538,34.5449,8.83E-02,98.5913,1.00E-12,1.133,0.369
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,919.438,5.206,5.2064,34.5378,34.5447,8.70E-02,98.5889,1.00E-12,1.131,0.369
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,920.449,5.2029,5.2031,34.5379,34.5449,8.73E-02,98.5899,1.00E-12,1.205,0.392
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,921.459,5.2008,5.2012,34.5379,34.5448,8.71E-02,98.599,1.00E-12,1.196,0.39
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,922.47,5.1981,5.198,34.5378,34.5447,8.81E-02,98.5934,1.00E-12,1.141,0.372
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,923.48,5.1966,5.1969,34.5378,34.5446,8.49E-02,98.5797,1.00E-12,1.163,0.379
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,924.49,5.1966,5.1968,34.5376,34.5445,8.75E-02,98.5905,1.00E-12,1.196,0.39
SKQ201617S,sta009,12/27/2016,9:54,-106.94636,16.00038,3650,925.501,5.1965,5.1966,34.5375,34.5445,8.60E-02,98.5767,1.00E-12,1.191,0.388
