lat,long,depth,press,SA,CT,sigma0
14.99904,-110.00166,1596.318,1611.909,34.79715577,2.656474393,27.62390326
14.99904,-110.00168,1595.648,1611.23,34.79775571,2.651491946,27.6248163
14.99904,-110.00168,1594.435,1610.001,34.79744841,2.6509073,27.62462335
14.99904,-110.00168,1593.401,1608.952,34.79704143,2.656229585,27.62383387
14.99904,-110.00168,1592.607,1608.148,34.79784181,2.653130224,27.62474125
14.99904,-110.00168,1591.485,1607.01,34.79713287,2.65540412,27.62397884
14.99904,-110.00168,1590.481,1605.993,34.79622346,2.66398592,27.62250409
14.99904,-110.00168,1589.49,1604.988,34.79621876,2.668510859,27.62210335
14.99904,-110.00168,1588.512,1603.997,34.79621413,2.669876721,27.62197978
14.99904,-110.00166,1587.488,1602.959,34.79671186,2.667589607,27.62257593
14.99904,-110.00166,1586.543,1602.001,34.79660687,2.667769537,27.62247673
14.99904,-110.00166,1585.563,1601.008,34.79630067,2.670520476,27.62199202
14.99904,-110.00166,1584.55,1599.981,34.7958938,2.675249173,27.62125352
14.99904,-110.00166,1583.539,1598.957,34.79518539,2.683731217,27.61994519
14.99904,-110.00166,1582.541,1597.945,34.79508014,2.686975151,27.61957621
14.99904,-110.00166,1581.712,1597.105,34.79577984,2.682892717,27.62049116
14.99904,-110.00166,1580.631,1596.009,34.79557368,2.681802316,27.62042327
14.99904,-110.00166,1579.607,1594.972,34.79466418,2.68969574,27.61900635
14.99904,-110.00166,1578.62,1593.971,34.79395588,2.702025343,27.61735749
14.99904,-110.00166,1577.634,1592.972,34.79395121,2.706649018,27.61694596
14.99904,-110.00166,1576.632,1591.956,34.79485111,2.700802449,27.61817642
14.99904,-110.00166,1575.682,1590.993,34.79464558,2.697233503,27.61832772
14.99904,-110.00166,1574.663,1589.96,34.79393713,2.70581565,27.6170083
14.99904,-110.00166,1573.683,1588.967,34.79373145,2.709947638,27.6164803
14.99904,-110.00166,1572.634,1587.904,34.79463114,2.707164457,27.61744056
14.99904,-110.00166,1571.754,1587.012,34.79442593,2.706056932,27.61737528
14.99904,-110.00166,1570.774,1586.018,34.79361715,2.711380068,27.61626305
14.99904,-110.00166,1569.767,1584.998,34.79331083,2.719167487,27.61533183
14.99904,-110.00166,1568.818,1584.036,34.79330633,2.721616915,27.61511173
14.99904,-110.00166,1567.836,1583.041,34.79320116,2.723576714,27.6148549
14.99904,-110.00166,1566.822,1582.014,34.79309584,2.726230137,27.61453654
14.99904,-110.00166,1565.892,1581.071,34.79359402,2.723934685,27.61513527
14.99904,-110.00166,1564.852,1580.016,34.79348857,2.722938356,27.61513963
14.99904,-110.00166,1563.853,1579.004,34.79318229,2.726481088,27.614583
14.99904,-110.00166,1562.899,1578.038,34.79287622,2.730020011,27.61402672
14.99904,-110.00166,1561.934,1577.059,34.79287165,2.732865795,27.61377114
14.99904,-110.00166,1560.893,1576.005,34.79306775,2.734827299,27.61375317
14.99904,-110.00166,1559.873,1574.971,34.79256034,2.74005229,27.61288719
14.99904,-110.00166,1558.887,1573.972,34.79255567,2.743886951,27.61254348
14.99904,-110.00166,1557.927,1572.998,34.79255111,2.745646623,27.61238379
14.99904,-110.00166,1556.931,1571.989,34.79244588,2.747015494,27.61217877
14.99904,-110.00166,1555.95,1570.995,34.79244123,2.748875572,27.61201002
14.99904,-110.00166,1554.933,1569.964,34.79243641,2.74965291,27.6119372
14.99904,-110.00164,1553.965,1568.984,34.7928339,2.748545981,27.61235112
14.99904,-110.00164,1553,1568.005,34.79222622,2.750806298,27.61166789
14.99904,-110.00164,1552.022,1567.014,34.79121642,2.760080906,27.61004209
14.99906,-110.00164,1551.048,1566.028,34.7911113,2.767765821,27.60927517
14.99906,-110.00164,1550.027,1564.993,34.79110646,2.769530766,27.60911427
14.99906,-110.00164,1549.072,1564.024,34.79059935,2.773171384,27.60838746
14.99906,-110.00164,1548.03,1562.969,34.78999132,2.782940998,27.60703412
14.99906,-110.00164,1547.054,1561.979,34.79079082,2.783410042,27.60762717
14.99906,-110.00164,1546.078,1560.991,34.79028362,2.783498435,27.60721653
14.99906,-110.00164,1545.091,1559.99,34.78987687,2.790201188,27.60629558
14.99906,-110.00164,1544.084,1558.97,34.78987211,2.793643328,27.6059845
14.99906,-110.00164,1542.996,1557.868,34.79016851,2.795509472,27.6060532
14.99906,-110.00164,1542.301,1557.163,34.7906678,2.789145977,27.6070178
14.99906,-110.00164,1541.208,1556.056,34.79026055,2.791316432,27.6065007
14.99906,-110.00164,1540.19,1555.024,34.7900547,2.795946552,27.60592379
14.99906,-110.00164,1539.218,1554.04,34.78994958,2.799584328,27.6055153
14.99906,-110.00164,1538.217,1553.025,34.79004535,2.800063238,27.60554855
14.99906,-110.00164,1537.25,1552.044,34.79014128,2.800243104,27.60560864
14.99906,-110.00164,1536.273,1551.054,34.79003614,2.801018303,27.60545587
14.99906,-110.00164,1535.239,1550.007,34.79003125,2.802093357,27.60535588
14.99906,-110.00164,1534.026,1548.778,34.79032705,2.80140318,27.60565245
14.99906,-110.00164,1533.332,1548.075,34.79032377,2.801067157,27.60567988
14.99906,-110.00162,1532.323,1547.052,34.79021847,2.802240014,27.60549143
14.99906,-110.00162,1531.315,1546.031,34.79001266,2.803808744,27.60518775
14.99906,-110.00162,1530.321,1545.024,34.78980692,2.805771244,27.60484888
14.99908,-110.00162,1529.31,1543.999,34.78940007,2.810107113,27.6041379
14.99908,-110.00163,1528.292,1542.968,34.78959628,2.811376086,27.60418011
14.99908,-110.00164,1527.279,1541.941,34.78979252,2.811459894,27.60432842
14.99908,-110.00164,1526.205,1540.853,34.78968691,2.811650859,27.60422748
14.9991,-110.00164,1525.464,1540.102,34.78978392,2.810725262,27.60438736
14.99911,-110.00164,1524.367,1538.99,34.78967821,2.811708105,27.60421544
14.99912,-110.00164,1523.389,1538,34.78937204,2.814065296,27.6037613
14.99912,-110.00164,1522.38,1536.977,34.78886467,2.818303547,27.60297884
14.99912,-110.00164,1521.362,1535.946,34.78855831,2.824120159,27.60221424
14.99912,-110.00164,1520.372,1534.942,34.78835258,2.827662421,27.6017332
14.99913,-110.00164,1519.4,1533.958,34.78834798,2.830114658,27.60150952
14.99914,-110.00164,1518.309,1532.852,34.78844333,2.831884823,27.60142635
14.99915,-110.00164,1517.593,1532.126,34.78884201,2.825029127,27.60235798
14.99916,-110.00164,1516.488,1531.008,34.78823369,2.83125152,27.60131675
14.99916,-110.00164,1515.511,1530.017,34.7879275,2.836966317,27.60056054
14.99916,-110.00164,1514.536,1529.029,34.78812392,2.839219259,27.60051408
14.99917,-110.00165,1513.525,1528.005,34.78801862,2.840392349,27.60032506
14.99918,-110.00166,1512.493,1526.959,34.78791322,2.841468533,27.60014466
14.99918,-110.00166,1511.494,1525.946,34.788009,2.842342235,27.60014217
14.99918,-110.00166,1510.526,1524.966,34.78800442,2.842819283,27.60009565
14.99917,-110.00167,1509.765,1524.195,34.78830236,2.841695496,27.60043321
14.99912,-110.00167,1508.393,1522.805,34.78839637,2.842600723,27.60042647
14.99908,-110.00166,1507.594,1521.996,34.78849309,2.843556073,27.60041738
14.99907,-110.00165,1506.771,1521.161,34.78838867,2.847379636,27.59999062
14.99906,-110.00164,1505.607,1519.982,34.78828264,2.852614582,27.59943538
14.99906,-110.00164,1504.648,1519.01,34.78817758,2.852894565,27.59932677
14.99906,-110.00164,1503.611,1517.959,34.78807215,2.854366206,27.59911058
14.99906,-110.00164,1502.72,1517.058,34.78786691,2.856616455,27.59874501
14.99906,-110.00164,1501.673,1515.996,34.7882631,2.855120799,27.59919422
14.99906,-110.00164,1500.697,1515.007,34.78805654,2.853921934,27.59913819
14.99906,-110.00164,1499.719,1514.017,34.78754843,2.85805937,27.59836221
14.99906,-110.00164,1498.715,1513,34.78774378,2.860808717,27.59826957
14.99906,-110.00164,1497.717,1511.988,34.78743658,2.862674394,27.59785755
14.99906,-110.00164,1496.733,1510.991,34.78763205,2.863446908,27.59794308
14.99906,-110.00164,1495.74,1509.986,34.78782747,2.86244239,27.59818877
14.99906,-110.00164,1494.811,1509.044,34.78772169,2.861929716,27.59815101
14.99906,-110.00164,1493.789,1508.009,34.78761539,2.863498803,27.59792518
14.99906,-110.00164,1492.826,1507.033,34.78710736,2.867437725,27.5971667
14.99906,-110.00164,1491.822,1506.016,34.78669962,2.874440704,27.59621108
14.99906,-110.00164,1490.833,1505.013,34.78679453,2.876004977,27.59614519
14.99906,-110.00164,1489.869,1504.037,34.78678908,2.876975515,27.59605321
14.99906,-110.00164,1488.859,1503.014,34.78678337,2.878542583,27.59590714
14.99906,-110.00164,1487.834,1501.975,34.78687808,2.878628375,27.59597457
14.99906,-110.00164,1486.868,1500.997,34.78697313,2.878313978,27.59607842
14.99906,-110.00164,1485.846,1499.962,34.78676632,2.878600275,27.59588839
14.99906,-110.00164,1484.912,1499.015,34.78696206,2.879368602,27.59597436
14.99906,-110.00164,1483.954,1498.045,34.78685613,2.879648333,27.595865
14.99906,-110.00164,1482.929,1497.006,34.78685033,2.879833936,27.59584363
14.99905,-110.00164,1481.981,1496.046,34.78694548,2.879913041,27.59591201
14.99904,-110.00164,1480.983,1495.035,34.78693983,2.879997504,27.5958999
14.99904,-110.00164,1479.975,1494.013,34.78683361,2.879985208,27.59581669
14.99904,-110.00164,1478.968,1492.993,34.78692842,2.880069281,27.59588436
14.99905,-110.00164,1477.86,1491.871,34.78692216,2.879965415,27.59588877
14.99906,-110.00162,1477.043,1491.043,34.78691754,2.880034537,27.59587886
14.99906,-110.00162,1476.038,1490.025,34.78681134,2.880318169,27.59576893
14.99906,-110.00162,1475.064,1489.039,34.78670531,2.881488107,27.59557905
14.99906,-110.00162,1474.07,1488.031,34.78669968,2.882066109,27.59552235
14.99906,-110.00162,1473.065,1487.013,34.78619142,2.884329718,27.59491429
14.99906,-110.00161,1472.084,1486.02,34.78578381,2.889948644,27.59408259
14.99906,-110.0016,1471.051,1484.973,34.78577796,2.892406748,27.59385552
14.99904,-110.0016,1470.323,1484.236,34.78617591,2.890093084,27.59438075
14.99904,-110.0016,1469.088,1482.985,34.78546531,2.893662586,27.59349369
14.99904,-110.0016,1468.099,1481.983,34.78505765,2.899381237,27.59265229
14.99902,-110.00158,1467.139,1481.01,34.78505221,2.904006483,27.59222887
14.99902,-110.00158,1466.184,1480.043,34.7849463,2.905570087,27.59200306
14.99902,-110.00157,1465.153,1478.998,34.78483994,2.906448715,27.59183899
14.99902,-110.00156,1464.112,1477.944,34.78483406,2.908216051,27.59167405
14.99901,-110.00155,1463.267,1477.088,34.78523134,2.906109753,27.59218037
14.999,-110.00155,1462.207,1476.014,34.78502431,2.90649795,27.59198085
14.999,-110.00156,1461.199,1474.993,34.78451603,2.909453535,27.59130939
14.999,-110.00156,1460.219,1474.001,34.78451049,2.912006016,27.59107342
14.999,-110.00156,1459.256,1473.024,34.78460555,2.912876735,27.59106986
14.999,-110.00156,1458.246,1472.002,34.78459984,2.913159575,27.59103966
14.999,-110.00156,1457.265,1471.008,34.78459429,2.913242486,27.59102773
14.999,-110.00156,1456.302,1470.033,34.78458884,2.913323797,27.59101603
14.999,-110.00156,1455.277,1468.995,34.78458304,2.913410347,27.59100357
14.999,-110.00158,1454.378,1468.083,34.78477898,2.913088982,27.59118825
14.99902,-110.0016,1453.351,1467.043,34.78467266,2.913374364,27.59107797
14.99902,-110.0016,1452.364,1466.043,34.78456656,2.913755195,27.59095919
14.99902,-110.0016,1451.327,1464.994,34.78446019,2.915029255,27.59075912
14.99902,-110.0016,1450.335,1463.989,34.78445458,2.915903356,27.59067532
14.99902,-110.0016,1449.363,1463.003,34.78414752,2.917174392,27.59031621
14.99902,-110.0016,1448.328,1461.956,34.78424219,2.917754484,27.59033868
14.99903,-110.0016,1447.301,1460.915,34.7843369,2.917840075,27.59040607
14.99904,-110.0016,1446.608,1460.214,34.7844335,2.916909351,27.59056725
14.99904,-110.0016,1445.457,1459.047,34.78422595,2.917601527,27.59033968
14.99905,-110.0016,1444.461,1458.039,34.78422032,2.918080637,27.5902917
14.99906,-110.0016,1443.455,1457.02,34.78411412,2.918561763,27.59016372
14.99906,-110.0016,1442.456,1456.008,34.78400795,2.919733911,27.589973
14.99906,-110.0016,1441.458,1454.996,34.7840023,2.921003753,27.58985316
14.99906,-110.0016,1440.484,1454.01,34.7839968,2.921382202,27.58981441
14.99906,-110.0016,1439.489,1453.003,34.78399117,2.92156478,27.58979335
14.99906,-110.0016,1438.486,1451.987,34.7839855,2.922143312,27.58973629
14.99906,-110.00161,1437.458,1450.945,34.78408019,2.922426471,27.58978572
14.99906,-110.00162,1436.727,1450.205,34.78417658,2.921597637,27.58993752
14.99906,-110.00162,1435.574,1449.037,34.78406954,2.922091073,27.58980773
14.99906,-110.00162,1434.553,1448.004,34.78386274,2.923266041,27.58953684
14.99906,-110.00162,1433.581,1447.018,34.78335466,2.927701125,27.58873044
14.99906,-110.00162,1432.582,1446.007,34.78294695,2.934113434,27.58782357
14.99906,-110.00163,1431.558,1444.97,34.78304168,2.938447418,27.58750421
14.99906,-110.00164,1430.661,1444.061,34.78283557,2.939019303,27.58728856
14.99906,-110.00164,1429.639,1443.026,34.78262876,2.942368405,27.58681938
14.99906,-110.00164,1428.638,1442.013,34.78222104,2.945223871,27.58623562
14.99906,-110.00164,1427.648,1441.009,34.7820144,2.949163351,27.5857125
14.99906,-110.00164,1426.668,1440.017,34.78200887,2.951518616,27.5854933
14.99906,-110.00164,1425.671,1439.007,34.78210374,2.952984947,27.58543482
14.99906,-110.00164,1424.68,1438.004,34.78179659,2.956332662,27.58488558
14.99906,-110.00164,1423.714,1437.025,34.78179113,2.958094003,27.58472046
14.99906,-110.00164,1422.748,1436.047,34.78168515,2.959461113,27.58451154
14.99906,-110.00164,1421.712,1434.997,34.78208135,2.959840467,27.5847913
14.99908,-110.00164,1420.759,1434.032,34.78177442,2.960516985,27.58448595
14.99908,-110.00164,1419.708,1432.968,34.78106487,2.967530689,27.58328207
14.99908,-110.00164,1418.721,1431.969,34.78095878,2.974631238,27.58254851
14.99908,-110.00164,1417.752,1430.986,34.78085277,2.977283551,27.58222167
14.99908,-110.00164,1416.777,1429.999,34.78084726,2.978551585,27.58210123
14.99908,-110.00164,1415.79,1429,34.7809422,2.979226564,27.58211477
14.99908,-110.00164,1414.8,1427.998,34.78083609,2.97980519,27.58197759
14.99908,-110.00164,1413.806,1426.991,34.78083047,2.980976062,27.58186592
14.99908,-110.00164,1412.83,1426.002,34.78042288,2.983829938,27.58128111
14.99907,-110.00164,1411.845,1425.005,34.78041731,2.987668322,27.58092497
14.99906,-110.00164,1410.789,1423.936,34.78031083,2.991415031,27.58049699
14.99906,-110.00164,1409.904,1423.039,34.78070788,2.99039812,27.58090528
14.99906,-110.00164,1408.877,1421.999,34.78040053,2.991970443,27.58051723
14.99906,-110.00164,1407.903,1421.013,34.77979193,2.999570269,27.57933702
14.99906,-110.00164,1406.928,1420.025,34.77988693,3.002616334,27.57913271
14.99906,-110.00164,1405.954,1419.038,34.77957987,3.006062138,27.57857256
14.99906,-110.00164,1404.926,1417.998,34.77927252,3.010401892,27.57792986
14.99906,-110.00164,1403.933,1416.992,34.77926691,3.012956512,27.57769051
14.99906,-110.00164,1402.947,1415.994,34.77926133,3.014818648,27.57751482
14.99906,-110.00164,1401.921,1414.955,34.77925461,3.01628888,27.57737423
14.99906,-110.00164,1400.93,1413.95,34.77934862,3.017557496,27.5773321
14.99906,-110.00164,1400.029,1413.038,34.7791417,3.018228701,27.57710616
14.99906,-110.00164,1399.044,1412.041,34.77802959,3.02860313,27.57526848
14.99906,-110.00164,1398.017,1411.001,34.77822389,3.032641103,27.57505043
14.99906,-110.00164,1397.039,1410.011,34.77801646,3.036382912,27.57454078
14.99906,-110.00164,1396.055,1409.013,34.77770847,3.041114956,27.5738598
14.99906,-110.00164,1395.05,1407.996,34.77719932,3.047531191,27.5728634
14.99906,-110.00164,1394.032,1406.966,34.7767906,3.055924338,27.57176338
14.99906,-110.00164,1392.884,1405.803,34.77748668,3.054926267,27.57240786
14.99906,-110.00164,1392.12,1405.03,34.77718014,3.054302211,27.57222239
14.99906,-110.00164,1391.129,1404.026,34.77647005,3.061312927,27.57101058
14.99906,-110.00164,1390.159,1403.044,34.77606164,3.069702394,27.56990976
14.99906,-110.00164,1389.091,1401.963,34.77615516,3.075030398,27.56949014
14.99906,-110.00164,1388.151,1401.01,34.77604849,3.076396125,27.56927889
14.99906,-110.00164,1387.172,1400.019,34.77614259,3.078355875,27.56917178
14.99906,-110.00164,1386.139,1398.973,34.77633686,3.078935221,27.56927213
14.99906,-110.00164,1385.159,1397.98,34.77612941,3.079218076,27.56908134
14.99906,-110.00164,1384.177,1396.986,34.77632401,3.079595362,27.5692007
14.99906,-110.00164,1383.177,1395.973,34.77621694,3.080274146,27.5690528
14.99906,-110.00163,1382.389,1395.175,34.77661384,3.079545442,27.56943523
14.99906,-110.00162,1381.229,1394.001,34.77650574,3.080039932,27.5693036
14.99906,-110.00162,1380.231,1392.991,34.77609715,3.082995431,27.56870526
14.99906,-110.00162,1379.232,1391.979,34.77558803,3.089016739,27.56774238
14.99906,-110.00162,1378.236,1390.97,34.77548099,3.092957429,27.56729136
14.99906,-110.00162,1377.241,1389.963,34.77547448,3.094722039,27.56712218
14.99906,-110.00162,1376.262,1388.971,34.77526704,3.097179654,27.56672917
14.99906,-110.00162,1375.308,1388.005,34.77505977,3.099832836,27.56631803
14.99906,-110.00162,1374.303,1386.987,34.77475164,3.103578954,27.56572512
14.99906,-110.00162,1373.328,1386.001,34.77444372,3.110288231,27.56485627
14.99906,-110.00162,1372.324,1384.984,34.77423612,3.115318443,27.56422295
14.99906,-110.00162,1371.305,1383.952,34.77422945,3.118765943,27.56389627
14.99906,-110.00162,1370.39,1383.026,34.77372089,3.12161708,27.56322705
14.99906,-110.00162,1369.396,1382.019,34.77351335,3.128327296,27.56243627
14.99906,-110.00162,1368.388,1380.998,34.77350675,3.132070607,27.56208148
14.99906,-110.00162,1367.383,1379.98,34.77350017,3.135121657,27.56179122
14.99908,-110.00162,1366.406,1378.992,34.77329276,3.137183829,27.56143402
14.99908,-110.00162,1365.455,1378.029,34.77328653,3.139043939,27.5612552
14.99908,-110.00162,1364.479,1377.041,34.77328014,3.140411816,27.56112224
14.99908,-110.00162,1363.467,1376.016,34.77327351,3.142870338,27.56088706
14.99908,-110.00162,1362.459,1374.995,34.77306589,3.145726278,27.56045523
14.99908,-110.00162,1361.459,1373.983,34.77315986,3.147490545,27.56036465
14.99908,-110.00162,1360.455,1372.966,34.77295225,3.149456366,27.56001601
14.99907,-110.00162,1359.437,1371.936,34.77254354,3.153304098,27.55933161
14.99906,-110.00162,1358.775,1371.266,34.77314228,3.150881562,27.56003327
14.99906,-110.00162,1357.532,1370.007,34.77263158,3.154156364,27.55932159
14.99906,-110.00162,1356.561,1369.024,34.77151957,3.165720298,27.55735581
14.99906,-110.00162,1355.545,1367.995,34.7714124,3.173321995,27.55655736
14.99906,-110.00162,1354.54,1366.978,34.7712048,3.176771153,27.5560688
14.99906,-110.00162,1353.546,1365.972,34.77139932,3.178039623,27.55610386
14.99906,-110.00162,1352.556,1364.969,34.77159387,3.178714581,27.55619469
14.99906,-110.00162,1351.578,1363.979,34.77158746,3.178896318,27.55617254
14.99906,-110.00162,1350.545,1362.933,34.7715807,3.179577121,27.5561032
14.99906,-110.00162,1349.797,1362.176,34.77187735,3.178846036,27.55640711
14.99906,-110.00162,1348.644,1361.008,34.77166877,3.179638164,27.55616729
14.99906,-110.00162,1347.637,1359.989,34.77146115,3.182296557,27.55575279
14.99906,-110.00162,1346.629,1358.968,34.77125353,3.186240607,27.55521728
14.99906,-110.00162,1345.668,1357.995,34.77084518,3.190479599,27.55449469
14.99906,-110.00162,1344.704,1357.02,34.77093939,3.192735484,27.55435706
14.99906,-110.00162,1343.659,1355.961,34.77073152,3.194012969,27.55407197
14.99906,-110.00162,1342.597,1354.886,34.77072457,3.196970578,27.55378794
14.99906,-110.00162,1341.865,1354.145,34.77112183,3.194852572,27.55430238
14.99904,-110.00162,1340.754,1353.02,34.77010942,3.201978935,27.55282834
14.99904,-110.00162,1339.763,1352.016,34.77020344,3.206808416,27.55244757
14.99904,-110.00162,1338.786,1351.028,34.77019705,3.209066654,27.55222951
14.99904,-110.00164,1337.764,1349.993,34.76998933,3.211627779,27.55182318
14.99904,-110.00164,1336.792,1349.009,34.76978195,3.214975779,27.55134276
14.99904,-110.00164,1335.777,1347.981,34.76947376,3.219811997,27.55064173
14.99904,-110.00164,1334.785,1346.977,34.7696683,3.221772739,27.55061071
14.99904,-110.00164,1333.781,1345.961,34.76936019,3.224432417,27.5501151
14.99904,-110.00162,1332.789,1344.957,34.76975575,3.225006417,27.55037443
14.99904,-110.00162,1331.906,1344.063,34.76944843,3.225381353,27.55009535
14.99906,-110.00162,1330.89,1343.034,34.76903973,3.231405718,27.54920164
14.99906,-110.00162,1329.853,1341.985,34.76903295,3.234954912,27.54886042
14.99906,-110.00162,1328.888,1341.007,34.76932816,3.23602238,27.5489934
14.99906,-110.00162,1327.879,1339.986,34.76932156,3.236701267,27.5489239
14.99906,-110.00162,1326.887,1338.982,34.76921456,3.237379858,27.54877484
14.99906,-110.00162,1325.917,1338,34.76920821,3.23854996,27.54865901
14.99906,-110.00162,1324.981,1337.052,34.76890054,3.241105216,27.54817312
14.99906,-110.00162,1323.957,1336.016,34.76859231,3.246338175,27.54743293
14.99906,-110.00162,1322.973,1335.019,34.76848535,3.249290938,27.54706822
14.99906,-110.00162,1321.966,1334.001,34.76867979,3.250857453,27.5470738
14.99906,-110.00162,1320.978,1333,34.76847229,3.253218318,27.54668538
14.99906,-110.00162,1319.98,1331.99,34.76836525,3.255578822,27.54637656
14.99906,-110.00162,1318.965,1330.962,34.76835861,3.257049577,27.54623171
14.99906,-110.00162,1317.968,1329.953,34.76825157,3.257728641,27.54608241
14.99906,-110.00162,1316.999,1328.972,34.76874779,3.256222608,27.54661869
14.99906,-110.00162,1316.084,1328.046,34.76854078,3.256698019,27.54640948
14.99906,-110.00162,1315.06,1327.009,34.76833305,3.257875064,27.54613309
14.99906,-110.00162,1314.063,1326,34.76822602,3.260235528,27.54582415
14.99906,-110.00162,1313.078,1325.002,34.76751597,3.266558274,27.54466074
14.99906,-110.00162,1312.167,1324.08,34.7674095,3.273164657,27.54394828
14.99906,-110.00162,1311.135,1323.037,34.76750327,3.275723646,27.54377919
14.99906,-110.00162,1310.082,1321.97,34.76699381,3.280269731,27.54294275
14.99906,-110.00162,1309.076,1320.952,34.76698723,3.284410429,27.54254326
14.99905,-110.00162,1308.129,1319.994,34.7674836,3.283298048,27.54304261
14.99904,-110.00162,1307.168,1319.021,34.76657269,3.28685179,27.54198214
14.99904,-110.00162,1306.165,1318.005,34.76636509,3.296632863,27.54088516
14.99904,-110.00162,1305.174,1317.002,34.76575553,3.304538161,27.5396476
14.99904,-110.00162,1304.155,1315.971,34.76534682,3.315411173,27.53828476
14.99904,-110.00162,1303.15,1314.954,34.76544076,3.320144549,27.53790648
14.99904,-110.00162,1302.178,1313.97,34.76553489,3.323094671,27.53769877
14.99904,-110.00162,1301.222,1313.002,34.76552801,3.324165153,27.53759085
14.99904,-110.00162,1300.204,1311.971,34.76521914,3.32811305,27.53696809
14.99904,-110.00162,1299.428,1311.186,34.76591714,3.326983919,27.53762935
14.99904,-110.00162,1298.288,1310.032,34.76460227,3.335405125,27.53578057
14.99904,-110.00162,1297.279,1309.01,34.76389142,3.347864394,27.53402204
14.99904,-110.00162,1296.284,1308.004,34.76388426,3.356654316,27.533172
14.99904,-110.00162,1295.309,1307.017,34.76387725,3.358518002,27.5329873
14.99905,-110.00162,1294.295,1305.99,34.76366892,3.362266953,27.53246173
14.99906,-110.00162,1293.281,1304.964,34.76366163,3.365420009,27.53215263
14.99906,-110.00162,1292.308,1303.979,34.76355411,3.368570796,27.53176421
14.99906,-110.00162,1291.311,1302.97,34.76344642,3.371822564,27.53136582
14.99905,-110.00162,1290.362,1302.009,34.76404266,3.371105123,27.53190732
14.99904,-110.00162,1289.347,1300.982,34.76413587,3.370497877,27.53203964
14.99904,-110.00162,1288.372,1299.995,34.7629227,3.38147707,27.53002062
14.99904,-110.00162,1287.408,1299.019,34.76251372,3.389082655,27.52896296
14.99904,-110.00162,1286.429,1298.028,34.76280821,3.392031724,27.52891163
14.99904,-110.00162,1285.421,1297.009,34.76270045,3.394097377,27.52862681
14.99904,-110.00162,1284.418,1295.994,34.76279374,3.395863606,27.52853015
14.99904,-110.00162,1283.433,1294.996,34.76248511,3.398127689,27.52806693
14.99904,-110.00162,1282.446,1293.998,34.76227699,3.401874682,27.52753995
14.99904,-110.00162,1281.474,1293.014,34.76196846,3.40760043,27.52674189
14.99904,-110.00162,1280.475,1292.002,34.76206177,3.409069686,27.52667368
14.99904,-110.00162,1279.48,1290.996,34.76215513,3.410439504,27.52661511
14.99903,-110.00162,1278.504,1290.008,34.76224862,3.411906749,27.52654718
14.99902,-110.00162,1277.551,1289.044,34.76214125,3.41278064,27.52637755
14.99902,-110.00162,1276.559,1288.039,34.7621341,3.414052595,27.52624876
14.99902,-110.00162,1275.516,1286.984,34.76232763,3.414831756,27.52632664
14.99903,-110.00162,1274.717,1286.175,34.76242239,3.414008268,27.52648143
14.99904,-110.00162,1273.594,1285.038,34.76231379,3.414698822,27.52632855
14.99904,-110.00162,1272.562,1283.994,34.76210535,3.416273181,27.52601099
14.99904,-110.00162,1271.584,1283.004,34.76209831,3.418533312,27.52578653
14.99904,-110.00162,1270.596,1282.004,34.76219171,3.419210027,27.52579497
14.99904,-110.00162,1269.572,1280.968,34.76218434,3.419890917,27.52572317
14.99904,-110.00164,1268.588,1279.973,34.76217727,3.420370456,27.52567111
14.99904,-110.00164,1267.505,1278.877,34.76226999,3.420362598,27.52574532
14.99904,-110.00164,1266.706,1278.068,34.76236475,3.420033729,27.52585225
14.99904,-110.00164,1265.64,1276.989,34.76195503,3.422899678,27.52524998
14.99904,-110.00164,1264.609,1275.945,34.76174658,3.42655201,27.52473083
14.99903,-110.00164,1263.897,1275.225,34.76194248,3.425620789,27.52497629
14.99902,-110.00164,1262.699,1274.012,34.76163232,3.429783292,27.52432696
14.99902,-110.00164,1261.685,1272.986,34.76132349,3.434820687,27.52359357
14.99902,-110.00164,1260.797,1272.087,34.76161863,3.435387657,27.52377233
14.99904,-110.00164,1259.699,1270.976,34.76140972,3.435681357,27.52357833
14.99904,-110.00164,1258.665,1269.93,34.76150279,3.436757756,27.52354757
14.99905,-110.00164,1257.945,1269.201,34.76169863,3.435134546,27.52386027
14.99905,-110.00165,1256.861,1268.104,34.76179134,3.436611039,27.52379039
14.99904,-110.00166,1255.974,1267.206,34.76178496,3.438764649,27.52357623
14.99904,-110.00167,1255.034,1266.255,34.76167768,3.439439523,27.52342572
14.99904,-110.0017,1253.658,1264.863,34.76166779,3.440447197,27.52332002
14.99904,-110.00169,1252.913,1264.108,34.76156191,3.440412868,27.52323948
14.99904,-110.00168,1251.85,1263.033,34.76145375,3.440801265,27.52311609
14.99903,-110.00168,1250.865,1262.037,34.76144667,3.44118186,27.52307351
14.99902,-110.00168,1249.84,1260.999,34.7607357,3.445631448,27.52207803
14.99902,-110.00168,1248.818,1259.965,34.76032631,3.454431657,27.52089805
14.99902,-110.00168,1247.808,1258.942,34.76031903,3.458080373,27.52053723
14.99902,-110.00168,1247.078,1258.204,34.76081634,3.455167773,27.52121458
14.99902,-110.00168,1245.913,1257.025,34.76010438,3.4605201,27.5201297
14.99902,-110.00168,1244.898,1255.998,34.75999657,3.465259013,27.51958278
14.99902,-110.00168,1243.89,1254.978,34.75978829,3.469899585,27.51896561
14.999,-110.00168,1242.922,1253.998,34.75937927,3.474341224,27.51820859
